"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Irs1",2.23087080749429e-19,-0.277234140974052,0.99,0.997,4.46174161498857e-16
"Atp1b1",7.70741408774492e-08,0.293854482623441,0.857,0.826,0.000154148281754898
